uri,relation,start,end,extra
"/a/[/r/IsA/,/c/en/circle/,/c/en/symmetric_shape/]",/r/IsA,/c/en/circle,/c/en/symmetric_shape,"{""dataset"": ""/d/conceptnet/4/en"", ""license"": ""cc:by/4.0"", ""sources"": [{""activity"": ""/s/activity/omcs/omcs1_possibly_free_text"", ""contributor"": ""/s/contributor/omcs/andrewg""}], ""surfaceEnd"": ""a symmetric shape"", ""surfaceStart"": ""A circle"", ""surfaceText"": ""[[A circle]] is [[a symmetric shape]]"", ""weight"": 1.0}"
"/a/[/r/IsA/,/c/en/circles/,/c/en/round_shapes/]",/r/IsA,/c/en/circles,/c/en/round_shapes,"{""dataset"": ""/d/conceptnet/4/en"", ""license"": ""cc:by/4.0"", ""sources"": [{""activity"": ""/s/activity/omcs/omcs1_possibly_free_text"", ""contributor"": ""/s/contributor/omcs/leisan""}], ""surfaceEnd"": ""round shapes"", ""surfaceStart"": ""circles"", ""surfaceText"": ""[[circles]] are [[round shapes]]"", ""weight"": 1.0}"
"/a/[/r/IsA/,/c/en/circular/,/c/en/shape/]",/r/IsA,/c/en/circular,/c/en/shape,"{""dataset"": ""/d/conceptnet/4/en"", ""license"": ""cc:by/4.0"", ""sources"": [{""activity"": ""/s/activity/omcs/omcs1_possibly_free_text"", ""contributor"": ""/s/contributor/omcs/mazer""}, {""activity"": ""/s/activity/omcs/vote"", ""contributor"": ""/s/contributor/omcs/browni""}], ""surfaceEnd"": ""a shape"", ""surfaceStart"": ""Circular"", ""surfaceText"": ""[[Circular]] is [[a shape]]"", ""weight"": 2.0}"
"/a/[/r/IsA/,/c/en/cities/,/c/en/bigger_than_towns/]",/r/IsA,/c/en/cities,/c/en/bigger_than_towns,"{""dataset"": ""/d/conceptnet/4/en"", ""license"": ""cc:by/4.0"", ""sources"": [{""activity"": ""/s/activity/omcs/omcs1_possibly_free_text"", ""contributor"": ""/s/contributor/omcs/discostu""}], ""surfaceEnd"": ""bigger than towns"", ""surfaceStart"": ""cities"", ""surfaceText"": ""[[cities]] are [[bigger than towns]]"", ""weight"": 1.0}"
"/a/[/r/IsA/,/c/en/cities/,/c/en/inside_countries/]",/r/IsA,/c/en/cities,/c/en/inside_countries,"{""dataset"": ""/d/conceptnet/4/en"", ""license"": ""cc:by/4.0"", ""sources"": [{""activity"": ""/s/activity/omcs/omcs1_possibly_free_text"", ""contributor"": ""/s/contributor/omcs/push""}], ""surfaceEnd"": ""inside countries"", ""surfaceStart"": ""Cities"", ""surfaceText"": ""[[Cities]] are [[inside countries]]"", ""weight"": 1.0}"
"/a/[/r/IsA/,/c/en/cities/,/c/en/larger_than_towns/]",/r/IsA,/c/en/cities,/c/en/larger_than_towns,"{""dataset"": ""/d/conceptnet/4/en"", ""license"": ""cc:by/4.0"", ""sources"": [{""activity"": ""/s/activity/omcs/omcs1_possibly_free_text"", ""contributor"": ""/s/contributor/omcs/laserjoy""}], ""surfaceEnd"": ""larger than towns"", ""surfaceStart"": ""Cities"", ""surfaceText"": ""[[Cities]] are [[larger than towns]]"", ""weight"": 1.0}"
"/a/[/r/IsA/,/c/en/city/,/c/en/big_noisy_place/]",/r/IsA,/c/en/city,/c/en/big_noisy_place,"{""dataset"": ""/d/conceptnet/4/en"", ""license"": ""cc:by/4.0"", ""sources"": [{""activity"": ""/s/activity/omcs/vote"", ""contributor"": ""/s/contributor/omcs/browni""}], ""surfaceEnd"": ""a big noisy place"", ""surfaceStart"": ""A city"", ""surfaceText"": ""[[A city]] is [[a big noisy place]]"", ""weight"": 1.0}"
"/a/[/r/IsA/,/c/en/city/,/c/en/crowded_nasty_place/]",/r/IsA,/c/en/city,/c/en/crowded_nasty_place,"{""dataset"": ""/d/conceptnet/4/en"", ""license"": ""cc:by/4.0"", ""sources"": [{""activity"": ""/s/activity/omcs/omcs1_possibly_free_text"", ""contributor"": ""/s/contributor/omcs/nancyfay""}], ""surfaceEnd"": ""a crowded, nasty place"", ""surfaceStart"": ""a city"", ""surfaceText"": ""[[a city]] is [[a crowded, nasty place]]"", ""weight"": 1.0}"
"/a/[/r/IsA/,/c/en/city/,/c/en/group_of_people/]",/r/IsA,/c/en/city,/c/en/group_of_people,"{""dataset"": ""/d/conceptnet/4/en"", ""license"": ""cc:by/4.0"", ""sources"": [{""activity"": ""/s/activity/omcs/omcs1_possibly_free_text"", ""contributor"": ""/s/contributor/omcs/jeffe""}], ""surfaceEnd"": ""a group of people"", ""surfaceStart"": ""a city"", ""surfaceText"": ""[[a city]] is [[a group of people]]"", ""weight"": 1.0}"
"/a/[/r/IsA/,/c/en/city/,/c/en/highly_populated_area/]",/r/IsA,/c/en/city,/c/en/highly_populated_area,"{""dataset"": ""/d/conceptnet/4/en"", ""license"": ""cc:by/4.0"", ""sources"": [{""activity"": ""/s/activity/omcs/is_a_cleanup"", ""contributor"": ""/s/contributor/omcs/wigwam420""}], ""surfaceEnd"": ""a highly populated area"", ""surfaceStart"": ""A city"", ""surfaceText"": ""[[A city]] is [[a highly populated area]]"", ""weight"": 1.0}"
"/a/[/r/IsA/,/c/en/city/,/c/en/large_town/]",/r/IsA,/c/en/city,/c/en/large_town,"{""dataset"": ""/d/conceptnet/4/en"", ""license"": ""cc:by/4.0"", ""sources"": [{""activity"": ""/s/activity/omcs/is_a_cleanup"", ""contributor"": ""/s/contributor/omcs/jsmarr""}], ""surfaceEnd"": ""a large town"", ""surfaceStart"": ""A city"", ""surfaceText"": ""[[A city]] is [[a large town]]"", ""weight"": 1.0}"
"/a/[/r/IsA/,/c/en/city/,/c/en/larger_than_breadbox/]",/r/IsA,/c/en/city,/c/en/larger_than_breadbox,"{""dataset"": ""/d/conceptnet/4/en"", ""license"": ""cc:by/4.0"", ""sources"": [{""activity"": ""/s/activity/omcs/omcs1_possibly_free_text"", ""contributor"": ""/s/contributor/omcs/arj""}], ""surfaceEnd"": ""larger than a breadbox"", ""surfaceStart"": ""A city"", ""surfaceText"": ""[[A city]] is [[larger than a breadbox]]"", ""weight"": 1.0}"
"/a/[/r/IsA/,/c/en/city/,/c/en/larger_than_town/]",/r/IsA,/c/en/city,/c/en/larger_than_town,"{""dataset"": ""/d/conceptnet/4/en"", ""license"": ""cc:by/4.0"", ""sources"": [{""activity"": ""/s/activity/omcs/omcs1_possibly_free_text"", ""contributor"": ""/s/contributor/omcs/phraughy""}, {""activity"": ""/s/activity/omcs/vote"", ""contributor"": ""/s/contributor/omcs/hawkeye""}], ""surfaceEnd"": ""larger than a town"", ""surfaceStart"": ""A city"", ""surfaceText"": ""[[A city]] is [[larger than a town]]"", ""weight"": 2.0}"
"/a/[/r/IsA/,/c/en/city/,/c/en/place/]",/r/IsA,/c/en/city,/c/en/place,"{""dataset"": ""/d/conceptnet/4/en"", ""license"": ""cc:by/4.0"", ""sources"": [{""activity"": ""/s/activity/omcs/omcs1_possibly_free_text"", ""contributor"": ""/s/contributor/omcs/czdurham""}, {""activity"": ""/s/activity/omcs/vote"", ""contributor"": ""/s/contributor/omcs/bryan""}, {""activity"": ""/s/activity/omcs/vote"", ""contributor"": ""/s/contributor/omcs/christian""}, {""activity"": ""/s/activity/omcs/vote"", ""contributor"": ""/s/contributor/omcs/erikki""}, {""activity"": ""/s/activity/omcs/vote"", ""contributor"": ""/s/contributor/omcs/eturner""}, {""activity"": ""/s/activity/omcs/vote"", ""contributor"": ""/s/contributor/omcs/gary""}, {""activity"": ""/s/activity/omcs/vote"", ""contributor"": ""/s/contributor/omcs/nancyfay""}, {""activity"": ""/s/activity/omcs/vote"", ""contributor"": ""/s/contributor/omcs/rl78""}, {""activity"": ""/s/activity/omcs/vote"", ""contributor"": ""/s/contributor/omcs/scarfboy""}, {""activity"": ""/s/activity/omcs/vote"", ""contributor"": ""/s/contributor/omcs/tawreos""}, {""activity"": ""/s/activity/omcs/vote"", ""contributor"": ""/s/contributor/omcs/tomheath""}, {""activity"": ""/s/activity/omcs/vote"", ""contributor"": ""/s/contributor/omcs/whitten""}], ""surfaceEnd"": ""a place"", ""surfaceStart"": ""A city"", ""surfaceText"": ""[[A city]] is [[a place]]"", ""weight"": 6.633}"
"/a/[/r/IsA/,/c/en/city/,/c/en/subdivision_of_county/]",/r/IsA,/c/en/city,/c/en/subdivision_of_county,"{""dataset"": ""/d/conceptnet/4/en"", ""license"": ""cc:by/4.0"", ""sources"": [{""activity"": ""/s/activity/omcs/omcs1_possibly_free_text"", ""contributor"": ""/s/contributor/omcs/kanef""}], ""surfaceEnd"": ""a subdivision of a county"", ""surfaceStart"": ""a city"", ""surfaceText"": ""[[a city]] is [[a subdivision of a county]]"", ""weight"": 1.0}"
"/a/[/r/IsA/,/c/en/clap/,/c/en/slang_for_gonorrhea/]",/r/IsA,/c/en/clap,/c/en/slang_for_gonorrhea,"{""dataset"": ""/d/conceptnet/4/en"", ""license"": ""cc:by/4.0"", ""sources"": [{""activity"": ""/s/activity/omcs/omcs1_possibly_free_text"", ""contributor"": ""/s/contributor/omcs/laserjoy""}], ""surfaceEnd"": ""slang for gonorrhea"", ""surfaceStart"": ""The clap"", ""surfaceText"": ""[[The clap]] is [[slang for gonorrhea]]"", ""weight"": 1.0}"
"/a/[/r/IsA/,/c/en/class/,/c/en/composite_type/n/]",/r/IsA,/c/en/class,/c/en/composite_type/n,"{""dataset"": ""/d/wiktionary/en"", ""license"": ""cc:by-sa/4.0"", ""sources"": [{""contributor"": ""/s/resource/wiktionary/en"", ""process"": ""/s/process/wikiparsec/2""}], ""weight"": 1.0}"
"/a/[/r/IsA/,/c/en/class/,/c/en/course/]",/r/IsA,/c/en/class,/c/en/course,"{""dataset"": ""/d/conceptnet/4/en"", ""license"": ""cc:by/4.0"", ""sources"": [{""activity"": ""/s/activity/omcs/omcs1_possibly_free_text"", ""contributor"": ""/s/contributor/omcs/sharads""}], ""surfaceEnd"": ""a course"", ""surfaceStart"": ""A class"", ""surfaceText"": ""[[A class]] is [[a course]]"", ""weight"": 1.0}"
"/a/[/r/IsA/,/c/en/class/,/c/en/group_of_people/]",/r/IsA,/c/en/class,/c/en/group_of_people,"{""dataset"": ""/d/conceptnet/4/en"", ""license"": ""cc:by/4.0"", ""sources"": [{""activity"": ""/s/activity/omcs/is_a_cleanup"", ""contributor"": ""/s/contributor/omcs/coordinator""}], ""surfaceEnd"": ""a group of people"", ""surfaceStart"": ""a class"", ""surfaceText"": ""[[a class]] is [[a group of people]]"", ""weight"": 1.0}"
"/a/[/r/IsA/,/c/en/class/,/c/en/group_of_students/]",/r/IsA,/c/en/class,/c/en/group_of_students,"{""dataset"": ""/d/conceptnet/4/en"", ""license"": ""cc:by/4.0"", ""sources"": [{""activity"": ""/s/activity/omcs/omcs1_possibly_free_text"", ""contributor"": ""/s/contributor/omcs/beest1020""}, {""activity"": ""/s/activity/omcs/vote"", ""contributor"": ""/s/contributor/omcs/jerryobject""}], ""surfaceEnd"": ""a group of students"", ""surfaceStart"": ""a class"", ""surfaceText"": ""[[a class]] is [[a group of students]]"", ""weight"": 2.0}"
"/a/[/r/IsA/,/c/en/class/,/c/en/writing_exam/]",/r/IsA,/c/en/class,/c/en/writing_exam,"{""dataset"": ""/d/conceptnet/4/en"", ""license"": ""cc:by/4.0"", ""sources"": [{""activity"": ""/s/activity/omcs/omcs1_possibly_free_text"", ""contributor"": ""/s/contributor/omcs/breitmaulfrosch""}], ""surfaceEnd"": ""writing an exam"", ""surfaceStart"": ""The class"", ""surfaceText"": ""[[The class]] is [[writing an exam]]"", ""weight"": 1.0}"
"/a/[/r/IsA/,/c/en/classroom/,/c/en/physical_setting/]",/r/IsA,/c/en/classroom,/c/en/physical_setting,"{""dataset"": ""/d/conceptnet/4/en"", ""license"": ""cc:by/4.0"", ""sources"": [{""activity"": ""/s/activity/omcs/is_a_cleanup"", ""contributor"": ""/s/contributor/omcs/markv""}], ""surfaceEnd"": ""a physical setting"", ""surfaceStart"": ""A classroom"", ""surfaceText"": ""[[A classroom]] is [[a physical setting]]"", ""weight"": 1.0}"
"/a/[/r/IsA/,/c/en/classroom/,/c/en/room/]",/r/IsA,/c/en/classroom,/c/en/room,"{""dataset"": ""/d/conceptnet/4/en"", ""license"": ""cc:by/4.0"", ""sources"": [{""activity"": ""/s/activity/omcs/commons_manual_entry"", ""contributor"": ""/s/contributor/omcs/browni""}], ""surfaceEnd"": ""room"", ""surfaceStart"": ""a classroom"", ""surfaceText"": ""[[a classroom]] is a kind of [[room]]."", ""weight"": 1.0}"
"/a/[/r/IsA/,/c/en/classrooms/,/c/en/in_schools/]",/r/IsA,/c/en/classrooms,/c/en/in_schools,"{""dataset"": ""/d/conceptnet/4/en"", ""license"": ""cc:by/4.0"", ""sources"": [{""activity"": ""/s/activity/omcs/omcs1_possibly_free_text"", ""contributor"": ""/s/contributor/omcs/chrisjrn""}, {""activity"": ""/s/activity/omcs/vote"", ""contributor"": ""/s/contributor/omcs/alxb""}, {""activity"": ""/s/activity/omcs/vote"", ""contributor"": ""/s/contributor/omcs/bjb""}, {""activity"": ""/s/activity/omcs/vote"", ""contributor"": ""/s/contributor/omcs/bphilbrick""}, {""activity"": ""/s/activity/omcs/vote"", ""contributor"": ""/s/contributor/omcs/browni""}, {""activity"": ""/s/activity/omcs/vote"", ""contributor"": ""/s/contributor/omcs/gary""}, {""activity"": ""/s/activity/omcs/vote"", ""contributor"": ""/s/contributor/omcs/hazn""}, {""activity"": ""/s/activity/omcs/vote"", ""contributor"": ""/s/contributor/omcs/humantarget""}, {""activity"": ""/s/activity/omcs/vote"", ""contributor"": ""/s/contributor/omcs/jeffw""}, {""activity"": ""/s/activity/omcs/vote"", ""contributor"": ""/s/contributor/omcs/pokemondad""}, {""activity"": ""/s/activity/omcs/vote"", ""contributor"": ""/s/contributor/omcs/sa25""}, {""activity"": ""/s/activity/omcs/vote"", ""contributor"": ""/s/contributor/omcs/seawall""}, {""activity"": ""/s/activity/omcs/vote"", ""contributor"": ""/s/contributor/omcs/smtango""}], ""surfaceEnd"": ""in schools"", ""surfaceStart"": ""Classrooms"", ""surfaceText"": ""[[Classrooms]] are [[in schools]]"", ""weight"": 6.928}"
"/a/[/r/IsA/,/c/en/clay/,/c/en/material_sculptors_use/]",/r/IsA,/c/en/clay,/c/en/material_sculptors_use,"{""dataset"": ""/d/conceptnet/4/en"", ""license"": ""cc:by/4.0"", ""sources"": [{""activity"": ""/s/activity/omcs/omcs1_possibly_free_text"", ""contributor"": ""/s/contributor/omcs/rosaleah""}], ""surfaceEnd"": ""a material that some sculptors use"", ""surfaceStart"": ""Clay"", ""surfaceText"": ""[[Clay]] is [[a material that some sculptors use]]"", ""weight"": 1.0}"
"/a/[/r/IsA/,/c/en/cleaning/,/c/en/chore/]",/r/IsA,/c/en/cleaning,/c/en/chore,"{""dataset"": ""/d/conceptnet/4/en"", ""license"": ""cc:by/4.0"", ""sources"": [{""activity"": ""/s/activity/omcs/omcs1_possibly_free_text"", ""contributor"": ""/s/contributor/omcs/fmanjoo""}], ""surfaceEnd"": ""a chore"", ""surfaceStart"": ""cleaning"", ""surfaceText"": ""[[cleaning]] is [[a chore]]"", ""weight"": 1.0}"
"/a/[/r/IsA/,/c/en/clock/,/c/en/interesting_invention/]",/r/IsA,/c/en/clock,/c/en/interesting_invention,"{""dataset"": ""/d/conceptnet/4/en"", ""license"": ""cc:by/4.0"", ""sources"": [{""activity"": ""/s/activity/omcs/vote"", ""contributor"": ""/s/contributor/omcs/browni""}], ""surfaceEnd"": ""an interesting invention"", ""surfaceStart"": ""A clock"", ""surfaceText"": ""[[A clock]] is [[an interesting invention]]"", ""weight"": 1.0}"
"/a/[/r/IsA/,/c/en/clock/,/c/en/machine/]",/r/IsA,/c/en/clock,/c/en/machine,"{""dataset"": ""/d/conceptnet/4/en"", ""license"": ""cc:by/4.0"", ""sources"": [{""activity"": ""/s/activity/omcs/vote"", ""contributor"": ""/s/contributor/omcs/amacfie""}, {""activity"": ""/s/activity/omcs/vote"", ""contributor"": ""/s/contributor/omcs/luannliu""}, {""activity"": ""/s/activity/omcs/vote"", ""contributor"": ""/s/contributor/omcs/pooua""}, {""activity"": ""/s/activity/omcs/vote"", ""contributor"": ""/s/contributor/omcs/technoboy""}], ""surfaceEnd"": ""a machine"", ""surfaceStart"": ""A clock"", ""surfaceText"": ""[[A clock]] is [[a machine]]"", ""weight"": 2.0}"
"/a/[/r/IsA/,/c/en/clock/,/c/en/mechanical_device/]",/r/IsA,/c/en/clock,/c/en/mechanical_device,"{""dataset"": ""/d/conceptnet/4/en"", ""license"": ""cc:by/4.0"", ""sources"": [{""activity"": ""/s/activity/omcs/commons_manual_entry"", ""contributor"": ""/s/contributor/omcs/sandos""}], ""surfaceEnd"": ""mechanical device"", ""surfaceStart"": ""clock"", ""surfaceText"": ""[[clock]] is a kind of [[mechanical device]]."", ""weight"": 1.0}"
"/a/[/r/IsA/,/c/en/clock/,/c/en/very_complex_machine/]",/r/IsA,/c/en/clock,/c/en/very_complex_machine,"{""dataset"": ""/d/conceptnet/4/en"", ""license"": ""cc:by/4.0"", ""sources"": [{""activity"": ""/s/activity/omcs/omcs1_possibly_free_text"", ""contributor"": ""/s/contributor/omcs/technoboy""}], ""surfaceEnd"": ""a very complex machine"", ""surfaceStart"": ""a clock"", ""surfaceText"": ""[[a clock]] is [[a very complex machine]]"", ""weight"": 1.0}"
"/a/[/r/IsA/,/c/en/closet/,/c/en/good_hiding_place/]",/r/IsA,/c/en/closet,/c/en/good_hiding_place,"{""dataset"": ""/d/conceptnet/4/en"", ""license"": ""cc:by/4.0"", ""sources"": [{""activity"": ""/s/activity/omcs/omcs1_possibly_free_text"", ""contributor"": ""/s/contributor/omcs/tornald""}], ""surfaceEnd"": ""a good hiding place"", ""surfaceStart"": ""A closet"", ""surfaceText"": ""[[A closet]] is [[a good hiding place]]"", ""weight"": 1.0}"
"/a/[/r/IsA/,/c/en/closet/,/c/en/smaller_than_room/]",/r/IsA,/c/en/closet,/c/en/smaller_than_room,"{""dataset"": ""/d/conceptnet/4/en"", ""license"": ""cc:by/4.0"", ""sources"": [{""activity"": ""/s/activity/omcs/omcs1_possibly_free_text"", ""contributor"": ""/s/contributor/omcs/bluecoast""}], ""surfaceEnd"": ""smaller than a room"", ""surfaceStart"": ""a closet"", ""surfaceText"": ""[[a closet]] is [[smaller than a room]]"", ""weight"": 1.0}"
"/a/[/r/IsA/,/c/en/closet/n/,/c/en/built_in_storage_device/n/]",/r/IsA,/c/en/closet/n,/c/en/built_in_storage_device/n,"{""dataset"": ""/d/opencyc"", ""license"": ""cc:by/4.0"", ""sources"": [{""contributor"": ""/s/resource/opencyc/2012""}], ""weight"": 1.0}"
"/a/[/r/IsA/,/c/en/closet/n/,/c/en/room/n/opencyc/room_in_construction/]",/r/IsA,/c/en/closet/n,/c/en/room/n/opencyc/room_in_construction,"{""dataset"": ""/d/opencyc"", ""license"": ""cc:by/4.0"", ""sources"": [{""contributor"": ""/s/resource/opencyc/2012""}], ""weight"": 1.0}"
"/a/[/r/IsA/,/c/en/closure/,/c/en/hook_and_eye/n/]",/r/IsA,/c/en/closure,/c/en/hook_and_eye/n,"{""dataset"": ""/d/wiktionary/en"", ""license"": ""cc:by-sa/4.0"", ""sources"": [{""contributor"": ""/s/resource/wiktionary/en"", ""process"": ""/s/process/wikiparsec/2""}], ""weight"": 1.0}"
"/a/[/r/IsA/,/c/en/cloth/,/c/en/fabric_usually_small/]",/r/IsA,/c/en/cloth,/c/en/fabric_usually_small,"{""dataset"": ""/d/conceptnet/4/en"", ""license"": ""cc:by/4.0"", ""sources"": [{""activity"": ""/s/activity/omcs/omcs1_possibly_free_text"", ""contributor"": ""/s/contributor/omcs/ilk""}], ""surfaceEnd"": ""a fabric, usually small"", ""surfaceStart"": ""A cloth"", ""surfaceText"": ""[[A cloth]] is [[a fabric, usually small]]"", ""weight"": 1.0}"
"/a/[/r/IsA/,/c/en/cloth/,/c/en/woven_plant_material/]",/r/IsA,/c/en/cloth,/c/en/woven_plant_material,"{""dataset"": ""/d/conceptnet/4/en"", ""license"": ""cc:by/4.0"", ""sources"": [{""activity"": ""/s/activity/omcs/is_a_cleanup"", ""contributor"": ""/s/contributor/omcs/whitten""}], ""surfaceEnd"": ""a woven plant material"", ""surfaceStart"": ""A cloth"", ""surfaceText"": ""[[A cloth]] is [[a woven plant material]]"", ""weight"": 1.0}"
"/a/[/r/IsA/,/c/en/clothes/,/c/en/normally/]",/r/IsA,/c/en/clothes,/c/en/normally,"{""dataset"": ""/d/conceptnet/4/en"", ""license"": ""cc:by/4.0"", ""sources"": [{""activity"": ""/s/activity/omcs/omcs1_possibly_free_text"", ""contributor"": ""/s/contributor/omcs/chsakda""}], ""surfaceEnd"": ""normally"", ""surfaceStart"": ""Clothes"", ""surfaceText"": ""[[Clothes]] are [[normally]]"", ""weight"": 1.0}"
"/a/[/r/IsA/,/c/en/clothes/,/c/en/not_potable_either/]",/r/IsA,/c/en/clothes,/c/en/not_potable_either,"{""dataset"": ""/d/conceptnet/4/en"", ""license"": ""cc:by/4.0"", ""sources"": [{""activity"": ""/s/activity/omcs/omcs1_possibly_free_text"", ""contributor"": ""/s/contributor/omcs/anamin""}], ""surfaceEnd"": ""not potable either"", ""surfaceStart"": ""clothes"", ""surfaceText"": ""[[clothes]] are [[not potable either]]"", ""weight"": 1.0}"
"/a/[/r/IsA/,/c/en/clothing/,/c/en/common_present/]",/r/IsA,/c/en/clothing,/c/en/common_present,"{""dataset"": ""/d/conceptnet/4/en"", ""license"": ""cc:by/4.0"", ""sources"": [{""activity"": ""/s/activity/omcs/is_a_cleanup"", ""contributor"": ""/s/contributor/omcs/cobalt71""}], ""surfaceEnd"": ""a common present"", ""surfaceStart"": ""Clothing"", ""surfaceText"": ""[[Clothing]] is [[a common present]]"", ""weight"": 1.0}"
"/a/[/r/IsA/,/c/en/clothing/,/c/en/water_repellant/]",/r/IsA,/c/en/clothing,/c/en/water_repellant,"{""dataset"": ""/d/conceptnet/4/en"", ""license"": ""cc:by/4.0"", ""sources"": [{""activity"": ""/s/activity/omcs/omcs1_possibly_free_text"", ""contributor"": ""/s/contributor/omcs/laserjoy""}], ""surfaceEnd"": ""water repellant"", ""surfaceStart"": ""Some clothing"", ""surfaceText"": ""[[Some clothing]] is [[water repellant]]"", ""weight"": 1.0}"
"/a/[/r/IsA/,/c/en/coat/,/c/en/garment/]",/r/IsA,/c/en/coat,/c/en/garment,"{""dataset"": ""/d/conceptnet/4/en"", ""license"": ""cc:by/4.0"", ""sources"": [{""activity"": ""/s/activity/omcs/is_a_cleanup"", ""contributor"": ""/s/contributor/omcs/joy""}, {""activity"": ""/s/activity/omcs/omcs1_possibly_free_text"", ""contributor"": ""/s/contributor/omcs/aprimm""}], ""surfaceEnd"": ""a garment"", ""surfaceStart"": ""A coat"", ""surfaceText"": ""[[A coat]] is [[a garment]]"", ""weight"": 2.0}"
"/a/[/r/IsA/,/c/en/coat/,/c/en/protective_covering/]",/r/IsA,/c/en/coat,/c/en/protective_covering,"{""dataset"": ""/d/conceptnet/4/en"", ""license"": ""cc:by/4.0"", ""sources"": [{""activity"": ""/s/activity/omcs/omcs1_possibly_free_text"", ""contributor"": ""/s/contributor/omcs/bluecoast""}], ""surfaceEnd"": ""a protective covering"", ""surfaceStart"": ""a coat"", ""surfaceText"": ""[[a coat]] is [[a protective covering]]"", ""weight"": 1.0}"
"/a/[/r/IsA/,/c/en/coffee/,/c/en/acquired_taste/]",/r/IsA,/c/en/coffee,/c/en/acquired_taste,"{""dataset"": ""/d/conceptnet/4/en"", ""license"": ""cc:by/4.0"", ""sources"": [{""activity"": ""/s/activity/omcs/is_a_cleanup"", ""contributor"": ""/s/contributor/omcs/jwarner""}, {""activity"": ""/s/activity/omcs/vote"", ""contributor"": ""/s/contributor/omcs/browni""}], ""surfaceEnd"": ""an acquired taste"", ""surfaceStart"": ""coffee"", ""surfaceText"": ""[[coffee]] is [[an acquired taste]]"", ""weight"": 2.0}"
"/a/[/r/IsA/,/c/en/coffee/,/c/en/addictive_substance/]",/r/IsA,/c/en/coffee,/c/en/addictive_substance,"{""dataset"": ""/d/conceptnet/4/en"", ""license"": ""cc:by/4.0"", ""sources"": [{""activity"": ""/s/activity/omcs/is_a_cleanup"", ""contributor"": ""/s/contributor/omcs/pitseleh""}, {""activity"": ""/s/activity/omcs/vote"", ""contributor"": ""/s/contributor/omcs/browni""}], ""surfaceEnd"": ""an addictive substance"", ""surfaceStart"": ""Coffee"", ""surfaceText"": ""[[Coffee]] is [[an addictive substance]]"", ""weight"": 2.0}"
"/a/[/r/IsA/,/c/en/coffee/,/c/en/beverage/]",/r/IsA,/c/en/coffee,/c/en/beverage,"{""dataset"": ""/d/conceptnet/4/en"", ""license"": ""cc:by/4.0"", ""sources"": [{""activity"": ""/s/activity/omcs/omcs1_possibly_free_text"", ""contributor"": ""/s/contributor/omcs/guru1""}, {""activity"": ""/s/activity/omcs/vote"", ""contributor"": ""/s/contributor/omcs/nullotheist""}], ""surfaceEnd"": ""a beverage"", ""surfaceStart"": ""Coffee"", ""surfaceText"": ""[[Coffee]] is [[a beverage]]"", ""weight"": 2.0}"
"/a/[/r/IsA/,/c/en/coffee/,/c/en/breakfast_beverage/]",/r/IsA,/c/en/coffee,/c/en/breakfast_beverage,"{""dataset"": ""/d/conceptnet/4/en"", ""license"": ""cc:by/4.0"", ""sources"": [{""activity"": ""/s/activity/omcs/vote"", ""contributor"": ""/s/contributor/omcs/shaiwren""}], ""surfaceEnd"": ""a breakfast beverage"", ""surfaceStart"": ""Coffee"", ""surfaceText"": ""[[Coffee]] is [[a breakfast beverage]]"", ""weight"": 1.0}"
"/a/[/r/IsA/,/c/en/coffee/,/c/en/bushy_plant/]",/r/IsA,/c/en/coffee,/c/en/bushy_plant,"{""dataset"": ""/d/conceptnet/4/en"", ""license"": ""cc:by/4.0"", ""sources"": [{""activity"": ""/s/activity/omcs/is_a_cleanup"", ""contributor"": ""/s/contributor/omcs/rosa""}, {""activity"": ""/s/activity/omcs/vote"", ""contributor"": ""/s/contributor/omcs/browni""}], ""surfaceEnd"": ""a bushy plant"", ""surfaceStart"": ""coffee"", ""surfaceText"": ""[[coffee]] is [[a bushy plant]]"", ""weight"": 2.0}"
"/a/[/r/IsA/,/c/en/coffee/,/c/en/gooooooooooooooood/]",/r/IsA,/c/en/coffee,/c/en/gooooooooooooooood,"{""dataset"": ""/d/conceptnet/4/en"", ""license"": ""cc:by/4.0"", ""sources"": [{""activity"": ""/s/activity/omcs/omcs1_possibly_free_text"", ""contributor"": ""/s/contributor/omcs/dometrent""}], ""surfaceEnd"": ""gooooooooooooooood"", ""surfaceStart"": ""coffee"", ""surfaceText"": ""[[coffee]] is [[gooooooooooooooood]]"", ""weight"": 1.0}"
"/a/[/r/IsA/,/c/en/coffee/,/c/en/hot_beverage/]",/r/IsA,/c/en/coffee,/c/en/hot_beverage,"{""dataset"": ""/d/conceptnet/4/en"", ""license"": ""cc:by/4.0"", ""sources"": [{""activity"": ""/s/activity/omcs/omcs1_possibly_free_text"", ""contributor"": ""/s/contributor/omcs/kevinkinser""}], ""surfaceEnd"": ""a hot beverage"", ""surfaceStart"": ""Coffee"", ""surfaceText"": ""[[Coffee]] is [[a hot beverage]]"", ""weight"": 1.0}"
"/a/[/r/IsA/,/c/en/coffee/,/c/en/liquid/]",/r/IsA,/c/en/coffee,/c/en/liquid,"{""dataset"": ""/d/conceptnet/4/en"", ""license"": ""cc:by/4.0"", ""sources"": [{""activity"": ""/s/activity/omcs/omcs1_possibly_free_text"", ""contributor"": ""/s/contributor/omcs/bhunt""}], ""surfaceEnd"": ""a liquid"", ""surfaceStart"": ""Coffee"", ""surfaceText"": ""[[Coffee]] is [[a liquid]]"", ""weight"": 1.0}"
